year_month,district,okrug,secondary_price_per_sqm,newbuild_price_per_sqm,rental_price_per_sqm_monthly,secondary_mom_change_pct,newbuild_mom_change_pct,n_listings_secondary,n_listings_newbuild,n_listings_rental,cbr_key_rate_pct,avg_mortgage_rate_pct
2024-12,Khamovniki,CAO,780500,893000,3252,2.55,8.05,125,47,79,21.0,23.5
2025-01,Khamovniki,CAO,770300,834300,3209,-1.31,-6.57,56,45,71,21.0,23.5
2025-02,Khamovniki,CAO,769100,814700,3205,-0.15,-2.35,27,79,103,21.0,23.5
2025-03,Khamovniki,CAO,768500,846500,3202,-0.08,3.9,50,31,58,21.0,23.5
2025-04,Khamovniki,CAO,736300,784700,3068,-4.19,-7.3,62,42,31,21.0,23.5
2025-05,Khamovniki,CAO,750300,845900,3126,1.9,7.8,124,15,41,21.0,23.5
2025-06,Khamovniki,CAO,785500,841600,3273,4.7,-0.51,79,68,91,21.0,23.5
2025-07,Khamovniki,CAO,746700,819500,3111,-4.94,-2.62,69,62,87,17.0,19.5
2025-08,Khamovniki,CAO,770000,837000,3208,3.11,2.13,59,9,115,17.0,19.5
2025-09,Khamovniki,CAO,787100,876500,3280,2.23,4.72,133,33,25,17.0,19.5
2025-10,Khamovniki,CAO,806800,894100,3362,2.51,2.01,96,73,22,17.0,19.5
2025-11,Khamovniki,CAO,777500,873700,3239,-3.64,-2.29,134,23,84,17.0,19.5
2025-12,Khamovniki,CAO,770700,845500,3211,-0.87,-3.23,83,25,42,17.0,19.5
2026-01,Khamovniki,CAO,794900,887100,3312,3.14,4.92,141,41,13,17.0,19.5
2026-02,Khamovniki,CAO,760500,848300,3169,-4.33,-4.37,188,76,29,17.0,19.5
2026-03,Khamovniki,CAO,780200,817700,3251,2.59,-3.61,184,6,78,17.0,19.5
2026-04,Khamovniki,CAO,812700,891900,3386,4.16,9.08,133,65,116,17.0,19.5
2020-01,Yakimanka,CAO,462000,496900,1925,,,183,38,118,6.0,8.5
2020-02,Yakimanka,CAO,460400,498800,1918,-0.35,0.37,77,31,69,6.0,8.5
2020-03,Yakimanka,CAO,468400,504100,1952,1.74,1.08,146,16,38,6.0,8.5
2020-04,Yakimanka,CAO,483400,537800,2014,3.2,6.67,24,60,116,4.25,6.75
2020-05,Yakimanka,CAO,501700,545600,2091,3.79,1.46,38,5,107,4.25,6.75
2020-06,Yakimanka,CAO,483400,556000,2014,-3.65,1.9,31,33,55,4.25,6.75
2020-07,Yakimanka,CAO,483500,517200,2014,0.01,-6.98,179,50,41,4.25,6.75
2020-08,Yakimanka,CAO,539400,588700,2248,11.57,13.82,37,34,17,4.25,6.75
2020-09,Yakimanka,CAO,510900,561300,2129,-5.29,-4.65,110,46,100,4.25,6.75
2020-10,Yakimanka,CAO,514600,590200,2144,0.73,5.15,181,25,71,4.25,6.75
2020-11,Yakimanka,CAO,518900,583900,2162,0.84,-1.06,27,46,99,4.25,6.75
2020-12,Yakimanka,CAO,547000,588100,2279,5.4,0.71,171,76,60,4.25,6.75
2021-01,Yakimanka,CAO,541000,603300,2254,-1.08,2.59,151,40,100,4.25,6.75
2021-02,Yakimanka,CAO,547200,605700,2280,1.14,0.39,98,51,94,4.25,6.75
2021-03,Yakimanka,CAO,563000,608300,2346,2.88,0.44,133,38,96,4.25,6.75
2021-04,Yakimanka,CAO,557100,620100,2321,-1.05,1.93,69,71,88,8.5,11.0
2021-05,Yakimanka,CAO,608100,655000,2534,9.15,5.63,72,50,43,8.5,11.0
2021-06,Yakimanka,CAO,591500,670100,2465,-2.73,2.3,199,15,65,8.5,11.0
2021-07,Yakimanka,CAO,607900,676500,2533,2.76,0.96,130,6,42,8.5,11.0
2021-08,Yakimanka,CAO,582200,636200,2426,-4.23,-5.96,87,68,79,8.5,11.0
2021-09,Yakimanka,CAO,589100,666200,2455,1.2,4.72,64,58,108,8.5,11.0
2021-10,Yakimanka,CAO,604200,655900,2517,2.56,-1.56,117,53,93,8.5,11.0
2021-11,Yakimanka,CAO,631300,688500,2630,4.49,4.97,162,46,25,8.5,11.0
2021-12,Yakimanka,CAO,613200,676400,2555,-2.87,-1.75,22,41,39,8.5,11.0
2022-01,Yakimanka,CAO,620300,692600,2584,1.16,2.4,86,53,105,20.0,22.5
2022-02,Yakimanka,CAO,647400,723400,2698,4.38,4.45,158,69,42,20.0,22.5
2022-03,Yakimanka,CAO,584200,653700,2434,-9.77,-9.64,106,42,19,20.0,22.5
2022-04,Yakimanka,CAO,609000,655700,2538,4.26,0.3,97,40,98,9.5,12.0
2022-05,Yakimanka,CAO,601200,640400,2505,-1.28,-2.33,53,9,101,9.5,12.0
2022-06,Yakimanka,CAO,642900,691600,2679,6.93,7.99,153,43,88,9.5,12.0
2022-07,Yakimanka,CAO,602100,671300,2509,-6.34,-2.93,88,37,71,9.5,12.0
2022-08,Yakimanka,CAO,622200,670600,2592,3.33,-0.11,198,68,64,9.5,12.0
2022-09,Yakimanka,CAO,621000,704600,2588,-0.19,5.08,74,79,59,9.5,12.0
2022-10,Yakimanka,CAO,642000,723500,2675,3.38,2.68,130,11,31,7.5,10.0
2022-11,Yakimanka,CAO,631000,717500,2629,-1.71,-0.84,47,69,66,7.5,10.0
2022-12,Yakimanka,CAO,640900,692400,2670,1.57,-3.5,53,19,91,7.5,10.0
2023-01,Yakimanka,CAO,649700,739300,2707,1.37,6.78,109,22,100,7.5,10.0
2023-02,Yakimanka,CAO,638400,693100,2660,-1.74,-6.24,165,51,85,7.5,10.0
2023-03,Yakimanka,CAO,649600,682700,2707,1.76,-1.51,167,42,60,7.5,10.0
2023-04,Yakimanka,CAO,655000,697800,2729,0.84,2.22,125,61,23,7.5,10.0
2023-05,Yakimanka,CAO,674100,737800,2809,2.91,5.74,20,73,112,7.5,10.0
2023-06,Yakimanka,CAO,667700,792600,2782,-0.95,7.42,74,57,41,7.5,10.0
2023-07,Yakimanka,CAO,673300,725200,2805,0.84,-8.49,137,19,65,13.0,15.5
2023-08,Yakimanka,CAO,687000,753200,2863,2.04,3.86,38,28,20,13.0,15.5
2023-09,Yakimanka,CAO,720100,791500,3000,4.81,5.08,180,38,59,13.0,15.5
2023-10,Yakimanka,CAO,703500,774300,2931,-2.3,-2.17,94,50,55,13.0,15.5
2023-11,Yakimanka,CAO,677200,783200,2822,-3.75,1.14,49,37,26,13.0,15.5
2023-12,Yakimanka,CAO,700000,766500,2917,3.37,-2.13,176,49,85,13.0,15.5
2024-01,Yakimanka,CAO,713500,824300,2973,1.92,7.54,119,54,94,16.0,18.5
2024-02,Yakimanka,CAO,742600,834200,3094,4.08,1.19,194,29,114,16.0,18.5
2024-03,Yakimanka,CAO,697200,740600,2905,-6.12,-11.21,79,29,56,16.0,18.5
2024-04,Yakimanka,CAO,717800,801000,2991,2.96,8.15,104,78,24,16.0,18.5
2024-05,Yakimanka,CAO,751600,831100,3132,4.71,3.76,140,19,43,16.0,18.5
2024-06,Yakimanka,CAO,728700,794300,3036,-3.05,-4.44,36,12,73,16.0,18.5
2024-07,Yakimanka,CAO,758400,850600,3160,4.07,7.09,53,68,95,16.0,18.5
2024-08,Yakimanka,CAO,735300,841400,3064,-3.04,-1.07,42,14,15,16.0,18.5
2024-09,Yakimanka,CAO,733400,829800,3056,-0.26,-1.38,191,17,29,16.0,18.5
2024-10,Yakimanka,CAO,714800,790200,2978,-2.55,-4.78,193,34,56,21.0,23.5
2024-11,Yakimanka,CAO,676500,737200,2819,-5.35,-6.7,154,41,97,21.0,23.5
2024-12,Yakimanka,CAO,702500,782000,2927,3.84,6.06,43,5,22,21.0,23.5
2025-01,Yakimanka,CAO,701000,774900,2921,-0.21,-0.91,175,26,73,21.0,23.5
2025-02,Yakimanka,CAO,672800,730500,2803,-4.03,-5.72,160,59,106,21.0,23.5
2025-03,Yakimanka,CAO,707800,770800,2949,5.2,5.5,100,55,87,21.0,23.5
2025-04,Yakimanka,CAO,685700,742900,2857,-3.11,-3.62,43,5,52,21.0,23.5
2025-05,Yakimanka,CAO,665500,751400,2773,-2.96,1.15,65,48,82,21.0,23.5
2025-06,Yakimanka,CAO,700300,750500,2918,5.24,-0.12,167,30,105,21.0,23.5
2025-07,Yakimanka,CAO,658900,767700,2745,-5.91,2.3,139,12,115,17.0,19.5
2025-08,Yakimanka,CAO,703800,766500,2932,6.82,-0.16,148,37,27,17.0,19.5
2025-09,Yakimanka,CAO,692800,785200,2887,-1.57,2.44,183,46,11,17.0,19.5
2025-10,Yakimanka,CAO,713500,778100,2973,3.0,-0.91,109,76,83,17.0,19.5
2025-11,Yakimanka,CAO,723600,807200,3015,1.41,3.74,77,56,116,17.0,19.5
2025-12,Yakimanka,CAO,696800,791100,2903,-3.7,-2.0,114,54,43,17.0,19.5
2026-01,Yakimanka,CAO,728400,810900,3035,4.53,2.51,175,19,19,17.0,19.5
2026-02,Yakimanka,CAO,716300,773600,2985,-1.66,-4.59,95,54,106,17.0,19.5
2026-03,Yakimanka,CAO,686800,752600,2861,-4.13,-2.72,50,76,25,17.0,19.5
2026-04,Yakimanka,CAO,696300,770400,2901,1.39,2.36,116,58,115,17.0,19.5
2020-01,Aeroport,SAO,220700,248600,920,,,150,43,81,6.0,8.5
2020-02,Aeroport,SAO,241500,264200,1006,9.41,6.25,129,24,44,6.0,8.5
2020-03,Aeroport,SAO,248100,266500,1034,2.74,0.87,49,32,114,6.0,8.5
2020-04,Aeroport,SAO,243200,257000,1013,-1.97,-3.55,168,68,113,4.25,6.75
2020-05,Aeroport,SAO,243100,265900,1013,-0.03,3.46,100,32,68,4.25,6.75
2020-06,Aeroport,SAO,255700,282400,1065,5.16,6.21,103,60,42,4.25,6.75
2020-07,Aeroport,SAO,253300,271300,1055,-0.94,-3.92,20,53,71,4.25,6.75
2020-08,Aeroport,SAO,249400,280200,1039,-1.52,3.25,61,8,79,4.25,6.75
2020-09,Aeroport,SAO,273500,308200,1139,9.63,10.01,199,40,63,4.25,6.75
2020-10,Aeroport,SAO,260500,289100,1086,-4.72,-6.19,153,33,69,4.25,6.75
2020-11,Aeroport,SAO,282500,314200,1177,8.42,8.66,24,50,15,4.25,6.75
2020-12,Aeroport,SAO,265900,308500,1108,-5.86,-1.81,156,69,78,4.25,6.75
2021-01,Aeroport,SAO,295200,348700,1230,11.02,13.04,144,72,89,4.25,6.75
2021-02,Aeroport,SAO,288200,313600,1201,-2.38,-10.06,186,20,71,4.25,6.75
2021-03,Aeroport,SAO,289100,316600,1204,0.3,0.94,159,56,73,4.25,6.75
2021-04,Aeroport,SAO,280200,310600,1167,-3.08,-1.89,132,39,96,8.5,11.0
2021-05,Aeroport,SAO,283400,316300,1181,1.15,1.82,134,45,46,8.5,11.0
2021-06,Aeroport,SAO,298400,323500,1243,5.29,2.3,161,16,22,8.5,11.0
2021-07,Aeroport,SAO,291600,326800,1215,-2.26,1.01,133,34,40,8.5,11.0
2021-08,Aeroport,SAO,310400,342200,1293,6.44,4.72,32,72,62,8.5,11.0
2021-09,Aeroport,SAO,303200,324100,1263,-2.33,-5.29,134,47,90,8.5,11.0
2021-10,Aeroport,SAO,316000,355000,1317,4.23,9.52,77,65,96,8.5,11.0
2021-11,Aeroport,SAO,313600,348800,1307,-0.77,-1.75,88,17,71,8.5,11.0
2021-12,Aeroport,SAO,322900,355800,1345,2.96,2.02,186,74,99,8.5,11.0
2022-01,Aeroport,SAO,323800,363900,1349,0.29,2.26,176,75,86,20.0,22.5
2022-02,Aeroport,SAO,325100,351500,1355,0.41,-3.41,103,47,50,20.0,22.5
2022-03,Aeroport,SAO,304700,336900,1270,-6.27,-4.14,76,68,39,20.0,22.5
2022-04,Aeroport,SAO,296100,324100,1234,-2.84,-3.82,75,22,108,9.5,12.0
2022-05,Aeroport,SAO,310100,345000,1292,4.72,6.45,26,22,101,9.5,12.0
2022-06,Aeroport,SAO,312400,344200,1302,0.75,-0.21,191,59,103,9.5,12.0
2022-07,Aeroport,SAO,329100,356800,1371,5.36,3.66,74,71,27,9.5,12.0
2022-08,Aeroport,SAO,328400,354200,1368,-0.22,-0.73,168,67,17,9.5,12.0
2022-09,Aeroport,SAO,322300,358800,1343,-1.86,1.29,64,76,78,9.5,12.0
2022-10,Aeroport,SAO,325000,352800,1354,0.85,-1.67,60,57,11,7.5,10.0
2022-11,Aeroport,SAO,341700,382000,1424,5.15,8.29,35,10,13,7.5,10.0
2022-12,Aeroport,SAO,321000,357800,1338,-6.07,-6.35,137,40,32,7.5,10.0
2023-01,Aeroport,SAO,332300,374100,1385,3.51,4.57,20,69,54,7.5,10.0
2023-02,Aeroport,SAO,341700,371500,1424,2.84,-0.72,170,18,18,7.5,10.0
2023-03,Aeroport,SAO,330400,364400,1376,-3.32,-1.89,193,36,91,7.5,10.0
2023-04,Aeroport,SAO,350800,397900,1462,6.19,9.19,165,6,48,7.5,10.0
2023-05,Aeroport,SAO,352500,379400,1469,0.48,-4.65,138,74,59,7.5,10.0
2023-06,Aeroport,SAO,343200,359700,1430,-2.64,-5.2,44,32,61,7.5,10.0
2023-07,Aeroport,SAO,348900,368800,1454,1.68,2.54,58,33,22,13.0,15.5
2023-08,Aeroport,SAO,347300,364100,1447,-0.47,-1.3,187,6,110,13.0,15.5
2023-09,Aeroport,SAO,351400,367800,1464,1.17,1.03,180,21,68,13.0,15.5
2023-10,Aeroport,SAO,352900,391700,1470,0.42,6.5,174,53,69,13.0,15.5
2023-11,Aeroport,SAO,371200,403100,1547,5.19,2.9,91,6,32,13.0,15.5
2023-12,Aeroport,SAO,363400,402300,1514,-2.08,-0.19,25,48,24,13.0,15.5
2024-01,Aeroport,SAO,349400,388000,1456,-3.86,-3.55,102,46,98,16.0,18.5
2024-02,Aeroport,SAO,347400,355700,1448,-0.56,-8.34,118,7,73,16.0,18.5
2024-03,Aeroport,SAO,354000,385200,1475,1.89,8.3,151,22,26,16.0,18.5
2024-04,Aeroport,SAO,353700,379000,1474,-0.08,-1.61,36,20,32,16.0,18.5
2024-05,Aeroport,SAO,364300,401600,1518,2.99,5.96,30,10,48,16.0,18.5
2024-06,Aeroport,SAO,348300,384200,1451,-4.39,-4.33,81,27,97,16.0,18.5
2024-07,Aeroport,SAO,361800,397300,1507,3.87,3.41,34,51,68,16.0,18.5
2024-08,Aeroport,SAO,349900,377400,1458,-3.28,-4.99,87,52,85,16.0,18.5
2024-09,Aeroport,SAO,366700,410300,1528,4.81,8.71,165,29,60,16.0,18.5
2024-10,Aeroport,SAO,359200,400500,1497,-2.06,-2.39,100,14,91,21.0,23.5
2024-11,Aeroport,SAO,367500,398900,1531,2.33,-0.42,82,31,32,21.0,23.5
2024-12,Aeroport,SAO,357800,397000,1491,-2.64,-0.47,86,61,60,21.0,23.5
2025-01,Aeroport,SAO,363200,398800,1513,1.5,0.46,66,15,58,21.0,23.5
2025-02,Aeroport,SAO,346800,388000,1445,-4.52,-2.72,130,13,16,21.0,23.5
2025-03,Aeroport,SAO,349300,379900,1455,0.72,-2.07,161,70,32,21.0,23.5
2025-04,Aeroport,SAO,355900,390200,1483,1.9,2.71,68,18,36,21.0,23.5
2025-05,Aeroport,SAO,330800,370800,1378,-7.05,-4.99,101,28,97,21.0,23.5
2025-06,Aeroport,SAO,357500,400600,1490,8.08,8.06,76,15,116,21.0,23.5
2025-07,Aeroport,SAO,358900,398800,1496,0.39,-0.45,61,9,21,17.0,19.5
2025-08,Aeroport,SAO,355100,382300,1479,-1.08,-4.14,138,48,48,17.0,19.5
2025-09,Aeroport,SAO,339100,367900,1413,-4.5,-3.76,93,70,78,17.0,19.5
2025-10,Aeroport,SAO,374200,415200,1559,10.36,12.86,127,62,68,17.0,19.5
2025-11,Aeroport,SAO,375900,419000,1566,0.46,0.9,47,24,80,17.0,19.5
2025-12,Aeroport,SAO,379200,420500,1580,0.86,0.36,154,69,37,17.0,19.5
2026-01,Aeroport,SAO,358400,374500,1493,-5.48,-10.93,89,61,64,17.0,19.5
2026-02,Aeroport,SAO,379500,410500,1581,5.89,9.6,185,11,78,17.0,19.5
2026-03,Aeroport,SAO,369300,416700,1539,-2.69,1.52,99,50,36,17.0,19.5
2026-04,Aeroport,SAO,364200,398100,1518,-1.38,-4.46,66,21,20,17.0,19.5
2020-01,Begovoy,SAO,246600,279900,1028,,,133,50,48,6.0,8.5
2020-02,Begovoy,SAO,260100,289600,1084,5.48,3.47,71,77,33,6.0,8.5
2020-03,Begovoy,SAO,252700,273800,1053,-2.87,-5.46,23,46,40,6.0,8.5
2020-04,Begovoy,SAO,267300,283800,1114,5.8,3.67,161,11,114,4.25,6.75
2020-05,Begovoy,SAO,271700,295400,1132,1.63,4.07,27,69,27,4.25,6.75
2020-06,Begovoy,SAO,268700,290000,1119,-1.1,-1.8,32,53,118,4.25,6.75
2020-07,Begovoy,SAO,275500,297800,1148,2.54,2.67,156,44,68,4.25,6.75
2020-08,Begovoy,SAO,268300,292200,1118,-2.62,-1.88,39,66,19,4.25,6.75
2020-09,Begovoy,SAO,289300,321700,1206,7.85,10.09,135,72,45,4.25,6.75
2020-10,Begovoy,SAO,293200,342900,1222,1.33,6.6,63,74,88,4.25,6.75
2020-11,Begovoy,SAO,285300,318500,1189,-2.67,-7.12,97,25,29,4.25,6.75
2020-12,Begovoy,SAO,289600,307500,1207,1.5,-3.44,111,18,34,4.25,6.75
2021-01,Begovoy,SAO,306600,337400,1277,5.86,9.72,136,51,10,4.25,6.75
2021-02,Begovoy,SAO,297900,327000,1241,-2.83,-3.1,85,37,63,4.25,6.75
2021-03,Begovoy,SAO,314400,341600,1310,5.52,4.47,62,6,81,4.25,6.75
2021-04,Begovoy,SAO,309400,335300,1289,-1.59,-1.84,185,49,54,8.5,11.0
2021-05,Begovoy,SAO,318500,341600,1327,2.95,1.89,99,27,33,8.5,11.0
2021-06,Begovoy,SAO,320700,353600,1336,0.69,3.52,27,11,63,8.5,11.0
2021-07,Begovoy,SAO,335800,380300,1399,4.71,7.55,124,47,90,8.5,11.0
2021-08,Begovoy,SAO,326300,361100,1360,-2.82,-5.06,24,78,49,8.5,11.0
2021-09,Begovoy,SAO,330800,346300,1378,1.36,-4.09,34,75,10,8.5,11.0
2021-10,Begovoy,SAO,328500,358400,1369,-0.7,3.49,129,78,106,8.5,11.0
2021-11,Begovoy,SAO,359300,386000,1497,9.38,7.69,36,77,88,8.5,11.0
2021-12,Begovoy,SAO,340800,365800,1420,-5.16,-5.23,89,52,116,8.5,11.0
2022-01,Begovoy,SAO,344300,389200,1435,1.04,6.41,66,34,109,20.0,22.5
2022-02,Begovoy,SAO,329900,361700,1375,-4.18,-7.07,115,61,60,20.0,22.5
2022-03,Begovoy,SAO,342100,379400,1425,3.69,4.89,53,38,56,20.0,22.5
2022-04,Begovoy,SAO,326500,360100,1360,-4.57,-5.08,109,15,95,9.5,12.0
2022-05,Begovoy,SAO,331300,361200,1380,1.48,0.3,37,34,55,9.5,12.0
2022-06,Begovoy,SAO,339700,376800,1416,2.54,4.32,113,72,33,9.5,12.0
2022-07,Begovoy,SAO,334600,369800,1394,-1.52,-1.84,83,72,67,9.5,12.0
2022-08,Begovoy,SAO,344800,386500,1437,3.06,4.52,101,58,73,9.5,12.0
2022-09,Begovoy,SAO,347500,384100,1448,0.76,-0.62,118,76,55,9.5,12.0
2022-10,Begovoy,SAO,350700,389900,1461,0.93,1.5,59,13,118,7.5,10.0
2022-11,Begovoy,SAO,357800,401700,1491,2.03,3.02,168,50,56,7.5,10.0
2022-12,Begovoy,SAO,345900,365800,1441,-3.32,-8.94,131,34,58,7.5,10.0
2023-01,Begovoy,SAO,350400,391900,1460,1.29,7.15,179,46,39,7.5,10.0
2023-02,Begovoy,SAO,356500,380200,1485,1.73,-2.98,126,53,73,7.5,10.0
2023-03,Begovoy,SAO,368000,417600,1533,3.25,9.82,134,48,80,7.5,10.0
2023-04,Begovoy,SAO,359700,403500,1499,-2.25,-3.36,154,48,84,7.5,10.0
2023-05,Begovoy,SAO,378600,417600,1577,5.24,3.47,199,17,60,7.5,10.0
2023-06,Begovoy,SAO,363900,398000,1516,-3.87,-4.67,39,28,39,7.5,10.0
2023-07,Begovoy,SAO,367300,433200,1531,0.94,8.82,143,49,46,13.0,15.5
2023-08,Begovoy,SAO,389600,435500,1623,6.06,0.53,166,77,79,13.0,15.5
2023-09,Begovoy,SAO,370000,419400,1542,-5.02,-3.7,47,21,67,13.0,15.5
2023-10,Begovoy,SAO,375400,415200,1564,1.44,-1.0,187,15,10,13.0,15.5
2023-11,Begovoy,SAO,382100,411000,1592,1.8,-1.01,73,71,115,13.0,15.5
2023-12,Begovoy,SAO,376900,420600,1570,-1.38,2.32,186,66,13,13.0,15.5
2024-01,Begovoy,SAO,382000,413000,1592,1.36,-1.79,27,67,74,16.0,18.5
2024-02,Begovoy,SAO,390100,434300,1625,2.12,5.15,196,77,53,16.0,18.5
2024-03,Begovoy,SAO,393200,451600,1638,0.79,3.97,197,70,17,16.0,18.5
2024-04,Begovoy,SAO,389300,438700,1622,-0.99,-2.84,69,48,108,16.0,18.5
2024-05,Begovoy,SAO,391900,412500,1633,0.68,-5.97,195,57,54,16.0,18.5
2024-06,Begovoy,SAO,383700,413700,1599,-2.1,0.29,115,73,96,16.0,18.5
2024-07,Begovoy,SAO,414300,456600,1726,7.96,10.37,120,46,69,16.0,18.5
2024-08,Begovoy,SAO,394400,428800,1643,-4.78,-6.11,175,33,39,16.0,18.5
2024-09,Begovoy,SAO,388600,436300,1619,-1.47,1.76,111,58,23,16.0,18.5
2024-10,Begovoy,SAO,378000,414800,1575,-2.74,-4.93,50,54,103,21.0,23.5
2024-11,Begovoy,SAO,393000,446900,1638,3.98,7.75,174,37,36,21.0,23.5
2024-12,Begovoy,SAO,380800,405200,1587,-3.1,-9.32,145,8,111,21.0,23.5
2025-01,Begovoy,SAO,380000,400400,1583,-0.23,-1.19,180,15,81,21.0,23.5
2025-02,Begovoy,SAO,380800,420800,1587,0.21,5.08,25,51,88,21.0,23.5
2025-03,Begovoy,SAO,389500,434400,1623,2.3,3.22,134,74,35,21.0,23.5
2025-04,Begovoy,SAO,388400,440800,1618,-0.29,1.48,66,35,50,21.0,23.5
2025-05,Begovoy,SAO,378700,419200,1578,-2.51,-4.89,121,30,68,21.0,23.5
2025-06,Begovoy,SAO,403500,447900,1681,6.56,6.85,199,16,80,21.0,23.5
2025-07,Begovoy,SAO,383800,440000,1599,-4.87,-1.77,116,72,98,17.0,19.5
2025-08,Begovoy,SAO,390100,420200,1626,1.64,-4.51,136,27,102,17.0,19.5
2025-09,Begovoy,SAO,393100,444900,1638,0.77,5.88,62,57,26,17.0,19.5
2025-10,Begovoy,SAO,398800,427500,1662,1.45,-3.91,102,28,92,17.0,19.5
2025-11,Begovoy,SAO,373000,407600,1554,-6.47,-4.64,186,67,87,17.0,19.5
2025-12,Begovoy,SAO,390200,432300,1626,4.62,6.04,147,7,55,17.0,19.5
2026-01,Begovoy,SAO,395400,429500,1647,1.31,-0.65,127,22,115,17.0,19.5
2026-02,Begovoy,SAO,395800,413200,1649,0.12,-3.79,197,19,35,17.0,19.5
2026-03,Begovoy,SAO,379900,412600,1583,-4.03,-0.13,70,59,48,17.0,19.5
2026-04,Begovoy,SAO,387400,434800,1614,1.99,5.37,22,73,118,17.0,19.5
2020-01,Beskudnikovsky,SAO,178200,191700,742,,,27,7,87,6.0,8.5
2020-02,Beskudnikovsky,SAO,180700,204500,753,1.42,6.65,103,38,48,6.0,8.5
2020-03,Beskudnikovsky,SAO,182000,212600,758,0.72,3.95,46,48,82,6.0,8.5
2020-04,Beskudnikovsky,SAO,187200,199300,780,2.87,-6.26,67,25,100,4.25,6.75
2020-05,Beskudnikovsky,SAO,184900,191900,770,-1.25,-3.7,188,11,104,4.25,6.75
2020-06,Beskudnikovsky,SAO,198700,211600,828,7.49,10.29,87,69,70,4.25,6.75
2020-07,Beskudnikovsky,SAO,189600,205400,790,-4.58,-2.97,44,66,102,4.25,6.75
2020-08,Beskudnikovsky,SAO,193300,216500,805,1.92,5.42,105,25,36,4.25,6.75
2020-09,Beskudnikovsky,SAO,197600,213600,823,2.23,-1.32,112,23,76,4.25,6.75
2020-10,Beskudnikovsky,SAO,202000,221400,842,2.26,3.62,89,64,26,4.25,6.75
2020-11,Beskudnikovsky,SAO,203600,230200,848,0.78,3.99,60,72,22,4.25,6.75
2020-12,Beskudnikovsky,SAO,203700,227000,849,0.08,-1.39,33,23,81,4.25,6.75
2021-01,Beskudnikovsky,SAO,200400,220200,835,-1.67,-2.99,33,13,105,4.25,6.75
2021-02,Beskudnikovsky,SAO,216000,240200,900,7.81,9.09,30,66,35,4.25,6.75
2021-03,Beskudnikovsky,SAO,220300,249200,918,2.01,3.74,138,43,11,4.25,6.75
2021-04,Beskudnikovsky,SAO,224600,241900,936,1.95,-2.94,57,62,30,8.5,11.0
2021-05,Beskudnikovsky,SAO,221500,232900,923,-1.38,-3.71,159,43,15,8.5,11.0
2021-06,Beskudnikovsky,SAO,229200,261100,955,3.44,12.1,185,31,38,8.5,11.0
2021-07,Beskudnikovsky,SAO,228900,258100,954,-0.13,-1.15,86,77,94,8.5,11.0
2021-08,Beskudnikovsky,SAO,221500,240300,923,-3.21,-6.89,102,36,28,8.5,11.0
2021-09,Beskudnikovsky,SAO,238800,270500,995,7.79,12.59,183,45,19,8.5,11.0
2021-10,Beskudnikovsky,SAO,236400,266600,985,-0.98,-1.45,167,30,52,8.5,11.0
2021-11,Beskudnikovsky,SAO,240000,257400,1000,1.51,-3.45,105,76,52,8.5,11.0
2021-12,Beskudnikovsky,SAO,236700,263900,986,-1.39,2.51,184,51,112,8.5,11.0
2022-01,Beskudnikovsky,SAO,247200,265900,1030,4.45,0.76,81,20,103,20.0,22.5
2022-02,Beskudnikovsky,SAO,234600,262500,978,-5.1,-1.27,85,78,41,20.0,22.5
2022-03,Beskudnikovsky,SAO,249200,274700,1038,6.21,4.66,155,21,69,20.0,22.5
2022-04,Beskudnikovsky,SAO,232500,261900,969,-6.68,-4.68,94,78,27,9.5,12.0
2022-05,Beskudnikovsky,SAO,241300,256100,1005,3.78,-2.23,158,46,103,9.5,12.0
2022-06,Beskudnikovsky,SAO,236000,261300,983,-2.21,2.06,91,9,34,9.5,12.0
2022-07,Beskudnikovsky,SAO,254400,282500,1060,7.82,8.1,106,66,58,9.5,12.0
2022-08,Beskudnikovsky,SAO,240200,268500,1001,-5.6,-4.97,120,23,56,9.5,12.0
2022-09,Beskudnikovsky,SAO,248900,294200,1037,3.61,9.58,121,52,91,9.5,12.0
2022-10,Beskudnikovsky,SAO,244900,270400,1020,-1.6,-8.07,26,31,118,7.5,10.0
2022-11,Beskudnikovsky,SAO,236500,264200,986,-3.41,-2.32,29,62,55,7.5,10.0
2022-12,Beskudnikovsky,SAO,255400,282700,1064,7.99,7.04,40,49,78,7.5,10.0
2023-01,Beskudnikovsky,SAO,256100,278500,1067,0.28,-1.52,154,66,81,7.5,10.0
2023-02,Beskudnikovsky,SAO,251500,289300,1048,-1.81,3.9,111,7,44,7.5,10.0
2023-03,Beskudnikovsky,SAO,257200,283700,1071,2.24,-1.95,52,75,62,7.5,10.0
2023-04,Beskudnikovsky,SAO,265500,298700,1106,3.23,5.29,187,72,44,7.5,10.0
2023-05,Beskudnikovsky,SAO,261800,301400,1091,-1.39,0.91,48,45,13,7.5,10.0
2023-06,Beskudnikovsky,SAO,269400,298700,1122,2.92,-0.88,34,60,110,7.5,10.0
2023-07,Beskudnikovsky,SAO,273200,299200,1138,1.42,0.14,115,19,60,13.0,15.5
2023-08,Beskudnikovsky,SAO,269400,292600,1123,-1.4,-2.21,86,43,106,13.0,15.5
2023-09,Beskudnikovsky,SAO,276500,305600,1152,2.65,4.45,176,47,23,13.0,15.5
2023-10,Beskudnikovsky,SAO,266000,287700,1108,-3.8,-5.83,45,59,55,13.0,15.5
