id,date_posted,complex_id,complex_name,developer,complex_class,district,okrug,lat,lon,total_area,rooms,floor,total_floors,completion_year,ready_status,metro_station,metro_line,metro_distance_min,to_center_km,price_rub,price_per_sqm,deal_type,subsidized_mortgage,mortgage_rate_at_listing
N002311,2025-03-30,NB0093,Prokshino Residence,GK Granel,comfort,Voronovskoye,TAO,55.30584,37.19416,66.3,2,16,22,2025,completed,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,745,56.6,5808000,87600,DDU,False,23.5
N002312,2026-01-17,NB0141,Level Residence,Samolet,business,Konkovo,YuZAO,55.63533,37.51071,63.1,2,8,25,2024,completed,Smolenskaya (AP),Arbatsko-Pokrovskaya,161,14.88,27048000,428600,installment,False,19.5
N002313,2024-06-25,NB0106,Green Park Residence,PIK,comfort,Troparyovo-Nikulino,ZAO,55.65529,37.46387,23.6,0,12,25,2026,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,85,14.73,7095000,300600,DDU,True,18.5
N002314,2022-09-14,NB0001,Green Park Residence,FSK,comfort,Zelenograd,ZelAO,56.00037,37.18892,45.6,1,3,22,2026,under_construction,Fili,Filyovskaya,421,38.43,5757000,126200,installment,True,12.0
N002315,2022-04-28,NB0158,Alye Parusa Residence,LSR,comfort,Yaroslavsky,SVAO,55.87862,37.67207,40.8,1,1,17,2027,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,42,14.23,6579000,161200,DDU,True,12.0
N002316,2024-07-20,NB0081,Odintsovo-1 Residence,Etalon,business,Meshchansky,CAO,55.79984,37.63057,31.5,0,11,22,2025,under_construction,Frunzenskaya,Sokolnicheskaya,109,5.14,21688000,688500,trade-in,False,18.5
N002317,2021-06-05,NB0125,Severny Residence,PIK,comfort,Moskvorechye-Saburovo,YuAO,55.63279,37.66024,71.3,3,20,35,2026,under_construction,Kantemirovskaya,Zamoskvoretskaya,4,13.69,18777000,263400,DDU,True,11.0
N002318,2024-02-28,NB0039,Alye Parusa Residence,DONSTROY,business,Begovoy,SAO,55.77922,37.54275,58.7,2,15,22,2028,under_construction,Dinamo,Zamoskvoretskaya,20,5.64,28212000,480600,DDU,True,18.5
N002319,2023-12-05,NB0123,Severny Residence,DONSTROY,comfort,Severnoye Butovo,YuZAO,55.5804,37.60987,97.5,4,18,22,2026,under_construction,Kievskaya,Koltsevaya,226,19.3,22263000,228300,DDU,True,15.5
N002320,2022-02-12,NB0248,Polar Residence,GK Granel,economy,Tverskoy,CAO,55.75713,37.62087,53.1,2,14,22,2026,under_construction,Smolenskaya (F),Filyovskaya,37,0.36,20117000,378900,DDU,True,22.5
N002321,2021-11-24,NB0103,Mitino O2 Residence,GK A101,economy,Meshchansky,CAO,55.75909,37.65415,39.7,1,16,25,2028,under_construction,Rimskaya,Lyublinsko-Dmitrovskaya,13,2.17,15680000,395000,installment,True,11.0
N002322,2022-12-28,NB0002,Headliner Residence,Etalon,business,Cheryomushki,YuZAO,55.67254,37.52397,60.2,2,19,25,2025,under_construction,Yugo-Zapadnaya,Sokolnicheskaya,38,10.89,25622000,425600,DDU,True,10.0
N002323,2022-10-21,NB0231,Odintsovo-1 Residence,Capital Group,business,Izmaylovo,VAO,55.79632,37.77268,36.4,1,13,22,2024,under_construction,Prospekt Mira,Koltsevaya,111,10.61,10162000,279200,trade-in,True,10.0
N002324,2022-03-18,NB0123,Severny Residence,DONSTROY,comfort,Severnoye Butovo,YuZAO,55.5804,37.60987,34.8,1,2,22,2026,under_construction,Kakhovskaya,Bolshaya Koltsevaya,100,19.3,7169000,206000,DDU,True,22.5
N002325,2021-04-20,NB0006,Preobrazhenie Residence,GK Granel,comfort,Klyonovskoye,TAO,55.26801,37.45304,38.5,1,2,25,2027,under_construction,Universitet,Sokolnicheskaya,573,55.05,2704000,70200,DDU,True,11.0
N002326,2022-10-05,NB0037,Triumph Palace Residence,Samolet,economy,Fili-Davydkovo,ZAO,55.7577,37.48713,91.9,3,16,25,2024,under_construction,Filyovsky Park,Filyovskaya,8,8.37,30845000,335600,FZ214,True,10.0
N002327,2025-04-07,NB0208,Green Park Residence,INGRAD,economy,Pervomayskoye,TAO,55.45777,37.06757,66.6,2,15,30,2025,completed,Komsomolskaya,Koltsevaya,620,47.87,4949000,74300,installment,False,23.5
N002328,2026-03-03,NB0242,Preobrazhenie Residence,Etalon,business,Kosino-Ukhtomsky,VAO,55.73726,37.84003,85.8,3,14,25,2025,completed,Perovo,Kalininskaya,44,13.85,23275000,271300,DDU,False,19.5
N002329,2021-10-25,NB0160,Severny Residence,INGRAD,business,Rostokino,SVAO,55.83478,37.66653,72.1,3,14,22,2026,under_construction,Chkalovskaya,Lyublinsko-Dmitrovskaya,109,9.44,20276000,281200,DDU,True,11.0
N002330,2023-04-03,NB0147,Preobrazhenie Residence,LSR,economy,Basmanny,CAO,55.76746,37.67059,23.0,0,21,22,2027,under_construction,Taganskaya,Koltsevaya,38,3.46,8500000,369500,FZ214,True,10.0
N002331,2021-06-20,NB0012,Polar Residence,INGRAD,business,Vnukovskoye,NAO,55.65052,37.30897,49.0,2,15,30,2027,under_construction,Pionerskaya,Filyovskaya,188,22.67,9118000,186100,DDU,True,11.0
N002332,2022-07-31,NB0210,Silver Park Residence,GK Granel,business,Moskvorechye-Saburovo,YuAO,55.63553,37.64975,61.8,2,3,25,2026,under_construction,Kantemirovskaya,Zamoskvoretskaya,14,13.29,19698000,318700,trade-in,True,12.0
N002333,2024-07-25,NB0069,Losiny Ostrov Residence,GK Granel,comfort,Zyuzino,YuZAO,55.65107,37.57902,41.8,1,18,30,2026,under_construction,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,145,11.73,12156000,290800,DDU,False,18.5
N002334,2021-09-24,NB0221,Preobrazhenie Residence,DONSTROY,comfort,Khoroshyovsky,SAO,55.77211,37.55729,60.0,2,18,22,2027,under_construction,Okhotny Ryad,Sokolnicheskaya,54,4.46,16156000,269300,trade-in,True,11.0
N002335,2021-06-26,NB0130,Silver Park Residence,Capital Group,economy,Solntsevo,ZAO,55.64274,37.36607,46.0,1,20,30,2025,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,140,20.19,8092000,175900,installment,True,11.0
N002336,2025-11-20,NB0023,Prokshino Residence,INGRAD,economy,Krylatskoye,SZAO,55.76317,37.41735,45.8,1,8,22,2025,completed,Prospekt Mira,Koltsevaya,163,12.77,13500000,294800,DDU,False,19.5
N002337,2023-08-26,NB0157,Metropolia Residence,FSK,economy,Kosino-Ukhtomsky,VAO,55.71128,37.8467,63.2,2,16,22,2025,under_construction,Krasnopresnenskaya,Koltsevaya,213,14.92,9847000,155800,DDU,True,15.5
N002338,2023-11-21,NB0089,Severny Residence,LSR,economy,Mosrentgen,NAO,55.62106,37.49492,47.5,1,6,30,2027,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,41,16.75,7357000,154900,DDU,True,15.5
N002339,2024-12-10,NB0015,Sheremetyevsky Residence,LSR,business,Novo-Peredelkino,ZAO,55.65817,37.32272,64.1,2,7,17,2025,under_construction,Belorusskaya,Koltsevaya,251,21.5,17753000,277000,FZ214,False,23.5
N002340,2023-05-22,NB0042,Scandinavia Residence,Etalon,comfort,Izmaylovo,VAO,55.78462,37.75751,44.9,1,3,25,2026,under_construction,Kurskaya,Koltsevaya,82,9.21,9603000,213900,FZ214,True,10.0
N002341,2023-07-06,NB0041,Preobrazhenie Residence,PIK,comfort,Preobrazhenskoye,VAO,55.79586,37.71313,43.9,2,2,17,2026,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,2,7.42,15665000,356800,FZ214,True,15.5
N002342,2026-03-02,NB0218,Alye Parusa Residence,PIK,business,Kuntsevo,ZAO,55.7379,37.43894,58.5,2,3,17,2026,completed,Pionerskaya,Filyovskaya,48,11.52,24915000,425900,DDU,False,19.5
N002343,2023-06-08,NB0224,Silver Park Residence,Samolet,business,Shchukino,SZAO,55.81969,37.46215,47.1,1,5,22,2027,under_construction,Shchukinskaya,Tagansko-Krasnopresnenskaya,21,12.33,23594000,500900,trade-in,True,10.0
N002344,2025-10-01,NB0212,Alye Parusa Residence,LSR,business,Molzhaninovsky,SAO,55.96062,37.41982,26.3,0,25,25,2024,completed,Molodyozhnaya,Arbatsko-Pokrovskaya,295,26.19,6866000,261100,DDU,False,19.5
N002345,2025-07-08,NB0075,Sheremetyevsky Residence,LSR,business,Obruchevsky,YuZAO,55.65353,37.56344,58.0,2,1,17,2027,under_construction,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,176,11.73,22667000,390800,trade-in,False,19.5
N002346,2025-09-08,NB0104,Severny Residence,DONSTROY,comfort,Dmitrovsky,SAO,55.87326,37.55579,76.0,3,4,17,2025,completed,Molodyozhnaya,Arbatsko-Pokrovskaya,205,13.88,16526000,217400,DDU,False,19.5
N002347,2022-08-04,NB0065,Headliner Residence,Samolet,economy,Sviblovo,SVAO,55.82948,37.63997,70.5,2,27,30,2028,under_construction,Semyonovskaya,Arbatsko-Pokrovskaya,90,8.49,12891000,182800,DDU,True,12.0
N002348,2025-01-07,NB0245,Headliner Residence,Etalon,comfort,Severny,SVAO,55.92812,37.58474,48.3,1,20,25,2025,completed,Dinamo,Zamoskvoretskaya,187,19.5,9321000,193000,DDU,False,23.5
N002349,2021-10-15,NB0244,Headliner Residence,DONSTROY,economy,Meshchansky,CAO,55.80616,37.64868,47.1,1,23,25,2025,under_construction,VDNKh,Kaluzhsko-Rizhskaya,27,6.07,15550000,330200,FZ214,True,11.0
N002350,2024-08-29,NB0039,Alye Parusa Residence,DONSTROY,business,Begovoy,SAO,55.77922,37.54275,25.5,0,8,22,2028,under_construction,Belorusskaya,Koltsevaya,34,5.64,10403000,408000,installment,False,18.5
N002351,2024-11-05,NB0091,Triumph Palace Residence,MR Group,comfort,Sokolinaya Gora,VAO,55.77799,37.71816,48.8,1,6,17,2027,under_construction,Semyonovskaya,Arbatsko-Pokrovskaya,7,6.65,13171000,269900,DDU,False,23.5
N002352,2025-03-16,NB0010,Green Park Residence,LSR,comfort,Bibirevo,SVAO,55.87057,37.58911,58.1,2,25,25,2027,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,74,13.12,11231000,193300,FZ214,False,23.5
N002353,2023-03-29,NB0045,Polar Residence,PIK,economy,Zamoskvorechye,CAO,55.73466,37.61548,54.5,2,15,30,2025,under_construction,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,16,2.17,23529000,431700,DDU,True,10.0
N002354,2024-07-09,NB0194,Headliner Residence,PIK,comfort,Shcherbinka,NAO,55.49888,37.55046,54.3,1,6,30,2024,completed,Sukharevskaya,Kaluzhsko-Rizhskaya,371,28.7,9006000,165900,trade-in,False,18.5
N002355,2024-02-24,NB0219,Mitino O2 Residence,Samolet,economy,Brateyevo,YuAO,55.65408,37.75022,58.5,2,2,22,2026,under_construction,Pervomayskaya,Arbatsko-Pokrovskaya,191,13.75,9594000,164000,DDU,True,18.5
N002356,2023-07-08,NB0212,Alye Parusa Residence,LSR,business,Molzhaninovsky,SAO,55.96062,37.41982,70.9,3,23,25,2024,under_construction,Komsomolskaya,Koltsevaya,303,26.19,16497000,232700,FZ214,True,15.5
N002357,2023-08-25,NB0121,Mitino O2 Residence,GK Granel,economy,Veshnyaki,VAO,55.73018,37.81204,54.4,1,25,30,2027,under_construction,Pervomayskaya,Arbatsko-Pokrovskaya,90,12.26,9243000,169900,DDU,True,15.5
N002358,2025-05-02,NB0003,Alye Parusa Residence,INGRAD,economy,Mosrentgen,NAO,55.62461,37.49874,81.1,3,14,17,2025,completed,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,85,16.29,12120000,149400,DDU,False,23.5
N002359,2022-03-14,NB0140,Buninskie Luga Residence,FSK,economy,Altufyevsky,SVAO,55.88543,37.59434,70.4,2,21,22,2026,under_construction,Kitay-Gorod,Kaluzhsko-Rizhskaya,183,14.72,10900000,154800,DDU,True,22.5
N002360,2021-02-17,NB0110,Prokshino Residence,LSR,comfort,Zyuzino,YuZAO,55.66187,37.59123,67.8,2,16,22,2025,under_construction,Kakhovskaya,Bolshaya Koltsevaya,12,10.4,19515000,287800,FZ214,True,6.75
N002361,2026-03-17,NB0192,Triumph Palace Residence,DONSTROY,comfort,Presnensky,CAO,55.76989,37.57448,87.8,3,16,17,2026,completed,Smolenskaya (F),Filyovskaya,33,3.4,47036000,535700,FZ214,False,19.5
N002362,2021-04-06,NB0051,Odintsovo-1 Residence,FSK,economy,Bogorodskoye,VAO,55.80712,37.69874,56.3,2,7,25,2026,under_construction,Oktyabrskaya,Koltsevaya,125,7.67,8212000,145900,FZ214,True,11.0
N002363,2021-11-05,NB0169,Metropolia Residence,GK A101,comfort,Losinoostrovsky,SVAO,55.88507,37.71044,41.2,1,11,25,2026,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,121,15.62,7724000,187500,trade-in,True,11.0
N002364,2023-02-01,NB0027,Headliner Residence,GK A101,comfort,Khoroshyovsky,SAO,55.78734,37.57052,33.4,1,1,30,2026,under_construction,Teatralnaya,Zamoskvoretskaya,55,4.87,10032000,300400,trade-in,True,10.0
N002365,2025-08-05,NB0146,Sheremetyevsky Residence,DONSTROY,economy,Tverskoy,CAO,55.75693,37.61214,52.5,1,3,22,2025,completed,Teatralnaya,Zamoskvoretskaya,12,0.64,31767000,605100,DDU,False,19.5
N002366,2025-10-06,NB0147,Preobrazhenie Residence,LSR,economy,Basmanny,CAO,55.76746,37.67059,49.2,1,4,22,2027,under_construction,Pushkinskaya,Tagansko-Krasnopresnenskaya,49,3.46,18826000,382600,DDU,False,19.5
N002367,2024-01-11,NB0192,Triumph Palace Residence,DONSTROY,comfort,Presnensky,CAO,55.76989,37.57448,31.3,0,16,17,2026,under_construction,Filyovsky Park,Filyovskaya,77,3.4,16508000,527400,trade-in,True,18.5
N002368,2024-09-05,NB0211,Scandinavia Residence,LSR,comfort,Shchapovskoye,TAO,55.36954,37.52509,34.7,0,20,30,2027,under_construction,Vystavochnaya,Filyovskaya,510,43.16,3455000,99600,DDU,False,18.5
N002369,2024-09-09,NB0205,Preobrazhenie Residence,MR Group,business,Mosrentgen,NAO,55.62061,37.49007,73.5,3,13,30,2025,under_construction,Smolenskaya (F),Filyovskaya,182,16.94,16778000,228300,trade-in,False,18.5
N002370,2025-03-17,NB0195,Alye Parusa Residence,Capital Group,business,Vostochny,VAO,55.82218,37.86403,42.1,1,12,25,2025,completed,Perovo,Kalininskaya,115,17.0,10316000,245000,installment,False,23.5
N002371,2025-07-31,NB0077,Headliner Residence,Samolet,economy,Meshchansky,CAO,55.78317,37.66762,42.5,1,1,35,2025,completed,Komsomolskaya,Koltsevaya,13,4.38,18136000,426700,DDU,False,19.5
N002372,2025-06-26,NB0047,Scandinavia Residence,INGRAD,comfort,Severnoye Medvedkovo,SVAO,55.87809,37.63506,65.0,3,5,25,2026,under_construction,Studencheskaya,Filyovskaya,198,13.84,13858000,213200,DDU,False,23.5
N002373,2024-07-02,NB0203,Level Residence,Samolet,economy,Vnukovo,ZAO,55.62739,37.25562,33.5,1,8,25,2025,under_construction,Chistye Prudy,Sokolnicheskaya,344,26.87,6255000,186700,DDU,False,18.5
N002374,2021-11-29,NB0129,Green Park Residence,FSK,economy,Severnoye Tushino,SZAO,55.85688,37.40915,37.6,1,11,17,2025,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,139,17.49,6847000,182100,DDU,True,11.0
N002375,2022-04-05,NB0171,Symbol Residence,PIK,comfort,Sokol,SAO,55.80188,37.50507,60.9,2,11,25,2026,under_construction,Filyovsky Park,Filyovskaya,69,8.99,14428000,236900,DDU,True,12.0
N002376,2021-05-02,NB0123,Severny Residence,DONSTROY,comfort,Severnoye Butovo,YuZAO,55.5804,37.60987,68.9,3,1,22,2026,under_construction,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,30,19.3,13266000,192500,trade-in,True,11.0
N002377,2024-07-11,NB0124,Scandinavia Residence,FSK,economy,Meshchansky,CAO,55.78988,37.62251,65.5,3,15,22,2026,under_construction,Proletarskaya,Tagansko-Krasnopresnenskaya,85,4.0,25359000,387200,FZ214,False,18.5
N002378,2025-11-23,NB0233,Headliner Residence,GK A101,premium,Cheryomushki,YuZAO,55.66814,37.57402,22.0,0,26,30,2026,under_construction,Ugreshskaya,MCC,98,9.98,13138000,597200,DDU,False,19.5
N002379,2023-06-29,NB0140,Buninskie Luga Residence,FSK,economy,Altufyevsky,SVAO,55.88543,37.59434,71.4,3,19,22,2026,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,105,14.72,13613000,190700,DDU,True,10.0
N002380,2026-03-12,NB0124,Scandinavia Residence,FSK,economy,Meshchansky,CAO,55.78988,37.62251,77.6,3,2,22,2026,completed,Chkalovskaya,Lyublinsko-Dmitrovskaya,53,4.0,29787000,383800,trade-in,False,19.5
N002381,2021-02-26,NB0107,Silver Park Residence,LSR,economy,Ryazanovskoye,NAO,55.4638,37.52058,45.6,1,24,25,2024,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,425,32.87,4238000,92900,trade-in,True,6.75
N002382,2021-08-27,NB0111,Sheremetyevsky Residence,GK Granel,comfort,Yuzhnoye Butovo,YuZAO,55.54025,37.53097,65.6,3,2,22,2025,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,89,24.42,14864000,226600,trade-in,True,11.0
N002383,2021-12-25,NB0246,Odintsovo-1 Residence,Etalon,business,Filimonkovskoye,NAO,55.55806,37.38299,32.0,1,35,35,2025,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,135,26.4,5237000,163700,installment,True,11.0
N002384,2021-03-05,NB0208,Green Park Residence,INGRAD,economy,Pervomayskoye,TAO,55.45777,37.06757,63.7,2,30,30,2025,under_construction,Novoslobodskaya,Koltsevaya,591,47.87,4081000,64100,FZ214,True,6.75
N002385,2021-09-27,NB0046,Sheremetyevsky Residence,PIK,economy,Ryazanovskoye,NAO,55.46018,37.48158,33.5,0,10,22,2026,under_construction,Nagatinskaya,Serpukhovsko-Timiryazevskaya,325,33.81,3199000,95500,DDU,True,11.0
N002386,2025-12-14,NB0172,Polar Residence,Capital Group,comfort,Gagarinsky,YuZAO,55.69436,37.56545,43.3,1,17,17,2028,under_construction,Novye Cheryomushki,Kaluzhsko-Rizhskaya,39,7.47,15682000,362200,DDU,False,19.5
N002387,2022-10-16,NB0202,Buninskie Luga Residence,GK Granel,economy,Novogireyevo,VAO,55.75778,37.77898,77.8,3,24,25,2025,under_construction,Pechatniki,Lyublinsko-Dmitrovskaya,94,9.91,14265000,183400,DDU,True,10.0
N002388,2023-07-17,NB0116,Losiny Ostrov Residence,INGRAD,economy,Filimonkovskoye,NAO,55.57569,37.37592,75.0,3,1,22,2027,under_construction,Park Pobedy,Arbatsko-Pokrovskaya,243,25.07,7941000,105900,DDU,True,15.5
N002389,2025-12-16,NB0181,Green Park Residence,GK A101,business,Kurkino,SZAO,55.90692,37.39039,78.5,3,10,17,2024,completed,Polezhaevskaya,Tagansko-Krasnopresnenskaya,199,22.28,30391000,387100,DDU,False,19.5
N002390,2022-05-16,NB0123,Severny Residence,DONSTROY,comfort,Severnoye Butovo,YuZAO,55.5804,37.60987,48.3,2,13,22,2026,under_construction,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,33,19.3,10365000,214600,trade-in,True,12.0
N002391,2026-02-07,NB0157,Metropolia Residence,FSK,economy,Kosino-Ukhtomsky,VAO,55.71128,37.8467,44.3,1,5,22,2025,completed,Chekhovskaya,Serpukhovsko-Timiryazevskaya,202,14.92,6897000,155700,trade-in,False,19.5
N002392,2025-09-07,NB0168,Buninskie Luga Residence,INGRAD,comfort,Metrogorodok,VAO,55.8197,37.7525,75.6,3,15,30,2025,completed,VDNKh,Kaluzhsko-Rizhskaya,89,11.01,16127000,213300,DDU,False,19.5
N002393,2024-06-14,NB0007,Headliner Residence,MR Group,premium,Beskudnikovsky,SAO,55.88193,37.58654,60.3,1,15,25,2025,under_construction,Taganskaya,Koltsevaya,195,14.4,27884000,462400,FZ214,True,18.5
N002394,2025-09-11,NB0073,ZILART Residence,INGRAD,comfort,Donskoy,YuAO,55.71233,37.63501,54.3,1,25,25,2025,completed,Ploshchad Ilyicha,Kalininskaya,61,4.71,15577000,286900,FZ214,False,19.5
N002395,2024-05-23,NB0220,Silver Park Residence,MR Group,comfort,Timiryazevsky,SAO,55.79853,37.55329,49.9,1,10,17,2028,under_construction,Dinamo,Zamoskvoretskaya,14,6.52,17057000,341800,DDU,True,18.5
N002396,2023-09-28,NB0193,Odintsovo-1 Residence,MR Group,comfort,Izmaylovo,VAO,55.78838,37.75685,45.9,1,17,35,2027,under_construction,Partizanskaya,Arbatsko-Pokrovskaya,7,9.33,13063000,284600,DDU,True,15.5
N002397,2024-05-17,NB0053,Scandinavia Residence,INGRAD,comfort,Orekhovo-Borisovo Severnoye,YuAO,55.6359,37.69343,74.9,3,11,25,2027,under_construction,Kantemirovskaya,Zamoskvoretskaya,25,13.89,16903000,225700,DDU,True,18.5
N002398,2024-11-11,NB0162,Metropolia Residence,FSK,economy,Pervomayskoye,TAO,55.45111,37.03659,63.8,2,22,25,2025,under_construction,Leninsky Prospekt,Kaluzhsko-Rizhskaya,537,49.8,4871000,76300,DDU,False,23.5
N002399,2023-02-11,NB0155,ZILART Residence,INGRAD,comfort,Ivanovskoye,VAO,55.77423,37.81425,67.5,3,7,22,2026,under_construction,Nagatinskaya,Serpukhovsko-Timiryazevskaya,178,12.31,12781000,189300,DDU,True,10.0
N002400,2024-01-05,NB0096,Symbol Residence,GK A101,comfort,Shcherbinka,NAO,55.51504,37.55489,29.9,0,20,30,2025,under_construction,Shabolovskaya,Kaluzhsko-Rizhskaya,277,26.88,5007000,167500,trade-in,True,18.5
N002401,2021-10-14,NB0021,Metropolia Residence,GK A101,comfort,Kievsky,TAO,55.38805,36.71028,50.0,2,8,25,2025,under_construction,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,865,70.22,3947000,78900,DDU,True,11.0
N002402,2021-11-28,NB0020,Headliner Residence,FSK,comfort,Zyablikovo,YuAO,55.61787,37.71588,62.2,2,22,30,2026,under_construction,Kantemirovskaya,Zamoskvoretskaya,54,16.26,9919000,159500,DDU,True,11.0
N002403,2022-10-28,NB0171,Symbol Residence,PIK,comfort,Sokol,SAO,55.80188,37.50507,59.9,2,5,25,2026,under_construction,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,77,8.99,16202000,270500,installment,True,10.0
N002404,2021-08-10,NB0180,Symbol Residence,PIK,economy,Desyonovskoye,NAO,55.50783,37.47109,59.8,2,19,22,2027,under_construction,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,163,28.93,6341000,106000,trade-in,True,11.0
N002405,2021-01-27,NB0170,Sheremetyevsky Residence,Etalon,economy,Brateyevo,YuAO,55.63503,37.73292,48.9,1,4,25,2025,under_construction,Kantemirovskaya,Zamoskvoretskaya,57,14.97,5864000,119900,DDU,True,6.75
N002406,2025-06-05,NB0026,Odintsovo-1 Residence,INGRAD,comfort,Maryina Roshcha,SVAO,55.77212,37.57293,46.9,1,17,17,2027,under_construction,Lubyanka,Sokolnicheskaya,49,3.62,12007000,256000,DDU,False,23.5
N002407,2021-07-04,NB0250,Level Residence,PIK,business,Sosenskoye,NAO,55.56126,37.42837,38.0,1,6,35,2027,under_construction,Borovitskaya,Serpukhovsko-Timiryazevskaya,287,24.59,7975000,209900,DDU,True,11.0
N002408,2021-05-30,NB0017,Scandinavia Residence,Capital Group,economy,Sokolinaya Gora,VAO,55.78613,37.74039,22.0,0,10,22,2026,under_construction,Partizanskaya,Arbatsko-Pokrovskaya,9,8.29,4296000,195300,installment,True,11.0
N002409,2022-11-28,NB0143,Silver Park Residence,Capital Group,business,Voronovskoye,TAO,55.28896,37.18444,57.3,1,13,25,2025,under_construction,Nagatinskaya,Serpukhovsko-Timiryazevskaya,636,58.54,6445000,112500,DDU,True,10.0
N002410,2025-11-16,NB0181,Green Park Residence,GK A101,business,Kurkino,SZAO,55.90692,37.39039,53.8,1,8,17,2024,completed,Rechnoy Vokzal,Zamoskvoretskaya,101,22.28,20196000,375400,DDU,False,19.5
N002411,2025-03-04,NB0085,Preobrazhenie Residence,PIK,comfort,Marfino,SVAO,55.85279,37.61108,45.9,2,2,35,2026,under_construction,Smolenskaya (F),Filyovskaya,143,11.01,9916000,216000,FZ214,False,23.5
N002412,2025-02-21,NB0190,Triumph Palace Residence,FSK,economy,Koptevo,SAO,55.84371,37.51231,58.2,2,1,25,2027,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,32,12.07,9843000,169100,DDU,False,23.5
N002413,2023-07-27,NB0059,Scandinavia Residence,GK A101,economy,Molzhaninovsky,SAO,55.94317,37.41012,58.6,2,5,25,2027,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,302,24.82,8924000,152300,DDU,True,15.5
N002414,2021-05-26,NB0250,Level Residence,PIK,business,Sosenskoye,NAO,55.56126,37.42837,64.2,2,34,35,2027,under_construction,Komsomolskaya,Koltsevaya,333,24.59,12990000,202300,DDU,True,11.0
N002415,2024-05-03,NB0086,Silver Park Residence,DONSTROY,business,Bogorodskoye,VAO,55.81759,37.71418,101.3,3,20,30,2027,under_construction,Filyovsky Park,Filyovskaya,193,9.18,28871000,285000,FZ214,True,18.5
N002416,2024-06-06,NB0008,ZILART Residence,MR Group,comfort,Yakimanka,CAO,55.74279,37.61107,43.3,1,17,17,2024,completed,Polyanka,Serpukhovsko-Timiryazevskaya,8,1.38,32717000,755600,DDU,True,18.5
N002417,2021-10-11,NB0245,Headliner Residence,Etalon,comfort,Severny,SVAO,55.92812,37.58474,27.5,0,10,25,2025,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,113,19.5,4063000,147700,DDU,True,11.0
N002418,2021-06-14,NB0004,Severny Residence,LSR,business,Sokolinaya Gora,VAO,55.79487,37.71711,88.1,4,5,17,2027,under_construction,Novoslobodskaya,Koltsevaya,92,7.55,22739000,258100,DDU,True,11.0
N002419,2024-03-08,NB0035,Green Park Residence,FSK,comfort,Golovinsky,SAO,55.83779,37.48871,69.2,2,25,30,2027,under_construction,Aleksandrovsky Sad,Filyovskaya,147,12.46,14425000,208500,FZ214,True,18.5
N002420,2025-06-25,NB0246,Odintsovo-1 Residence,Etalon,business,Filimonkovskoye,NAO,55.55806,37.38299,60.1,2,33,35,2025,completed,Okhotny Ryad,Sokolnicheskaya,320,26.4,12706000,211400,DDU,False,23.5
N002421,2026-03-08,NB0079,Level Residence,MR Group,comfort,Cheryomushki,YuZAO,55.66735,37.51439,60.5,2,22,22,2028,under_construction,Shabolovskaya,Kaluzhsko-Rizhskaya,102,11.71,17924000,296300,DDU,False,19.5
N002422,2021-12-03,NB0139,Preobrazhenie Residence,DONSTROY,premium,Preobrazhenskoye,VAO,55.77714,37.74446,22.0,0,5,30,2027,under_construction,Aleksandrovsky Sad,Filyovskaya,112,8.16,9922000,451000,installment,True,11.0
N002423,2021-11-11,NB0133,Odintsovo-1 Residence,Capital Group,economy,Zelenograd,ZelAO,55.96562,37.21189,32.4,1,11,25,2027,under_construction,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,189,34.72,3834000,118300,DDU,True,11.0
N002424,2022-05-26,NB0148,Headliner Residence,FSK,premium,Yuzhnoye Tushino,SZAO,55.82815,37.44491,85.3,4,19,22,2025,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,165,13.75,36173000,424100,FZ214,True,12.0
N002425,2026-03-19,NB0125,Severny Residence,PIK,comfort,Moskvorechye-Saburovo,YuAO,55.63279,37.66024,27.7,0,29,35,2026,completed,Kantemirovskaya,Zamoskvoretskaya,8,13.69,7762000,280200,DDU,False,19.5
