id,date_posted,district,okrug,lat,lon,total_area,rooms,floor,total_floors,building_year,building_type,renovation,furnished,pets_allowed,deposit_months,metro_station,metro_line,metro_distance_min,to_center_km,monthly_rent_rub,rent_per_sqm
R004887,2026-04-21,Troitsk,TAO,55.46477,37.32772,55.5,2,8,12,2022,modern_panel,no_renovation,True,True,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,457,37.05,23000,415
R004888,2022-09-29,Preobrazhenskoye,VAO,55.79787,37.70679,75.1,4,13,17,1961,khrushchev,cosmetic,True,True,1,Preobrazhenskaya Ploshchad,Sokolnicheskaya,0,7.27,64800,863
R004889,2024-02-20,Ramenki,ZAO,55.70598,37.49394,54.1,2,8,9,2008,modern_panel,cosmetic,True,False,1,Pionerskaya,Filyovskaya,41,9.57,72600,1343
R004890,2024-09-09,Ramenki,ZAO,55.70001,37.50568,75.1,3,2,12,1978,brick,cosmetic,True,False,1,Kurskaya,Koltsevaya,141,9.37,114100,1520
R004891,2024-04-14,Novofyodorovskoye,TAO,55.34327,36.95427,42.2,1,8,9,2017,monolith,euro,True,False,2,Chkalovskaya,Lyublinsko-Dmitrovskaya,789,61.99,15600,370
R004892,2023-07-23,Yuzhnoye Butovo,YuZAO,55.5583,37.57303,47.4,2,9,12,1968,panel,cosmetic,True,True,1,Kurskaya,Koltsevaya,300,21.95,35400,747
R004893,2023-04-23,Novo-Peredelkino,ZAO,55.65749,37.34982,52.5,1,1,17,2014,modern_panel,cosmetic,True,True,0,Chkalovskaya,Lyublinsko-Dmitrovskaya,271,20.08,40600,773
R004894,2025-11-21,Ochakovo-Matveyevskoye,ZAO,55.68178,37.45796,54.8,1,5,5,2007,monolith,euro,True,False,1,Kutuzovskaya,Filyovskaya,87,12.97,73700,1345
R004895,2021-01-17,Meshchansky,CAO,55.77556,37.64588,33.9,1,2,9,1967,panel,cosmetic,True,False,0,Prospekt Mira,Koltsevaya,4,2.87,48900,1444
R004896,2023-04-25,Rostokino,SVAO,55.8082,37.60937,53.3,2,5,12,2011,monolith,euro,False,True,1,Dinamo,Zamoskvoretskaya,102,6.08,52500,986
R004897,2023-03-22,Izmaylovo,VAO,55.79751,37.75293,62.4,2,6,9,2000,brick,cosmetic,True,True,1,Pervomayskaya,Arbatsko-Pokrovskaya,23,9.58,61700,989
R004898,2022-04-21,Lomonosovsky,YuZAO,55.6989,37.53389,35.9,1,9,9,1958,khrushchev,cosmetic,True,True,0,Kitay-Gorod,Kaluzhsko-Rizhskaya,107,8.19,28900,804
R004899,2024-03-30,Bogorodskoye,VAO,55.81953,37.72445,77.9,3,8,9,1967,khrushchev,cosmetic,True,True,2,Kitay-Gorod,Kaluzhsko-Rizhskaya,104,9.76,46600,598
R004900,2025-06-26,Butyrsky,SVAO,55.82386,37.5969,60.7,2,5,5,1968,khrushchev,euro,True,False,1,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,68,7.92,51400,847
R004901,2025-01-11,Kuntsevo,ZAO,55.71782,37.43023,44.9,1,4,9,2004,modern_panel,cosmetic,True,False,2,Lubyanka,Sokolnicheskaya,151,12.59,40600,904
R004902,2022-04-08,Pervomayskoye,TAO,55.44683,37.05816,62.3,2,7,9,2008,brick,cosmetic,True,False,1,Fili,Filyovskaya,509,49.14,16700,268
R004903,2021-02-13,Marfino,SVAO,55.82562,37.5572,86.6,4,6,12,2016,monolith,euro,True,True,2,Sokol,Zamoskvoretskaya,76,8.91,67800,783
R004904,2022-05-12,Altufyevsky,SVAO,55.8781,37.62168,45.6,1,4,9,1962,khrushchev,euro,True,True,2,Komsomolskaya,Koltsevaya,162,13.81,28100,617
R004905,2022-12-13,Golyanovo,VAO,55.80594,37.79849,45.7,1,1,5,1955,brick,euro,True,False,2,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,144,12.53,32800,719
R004906,2023-08-06,Kokoshkino,NAO,55.63548,37.20959,56.3,1,6,9,2002,monolith,cosmetic,True,True,1,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,349,28.94,28500,506
R004907,2021-03-31,Shchapovskoye,TAO,55.37144,37.50107,57.7,2,3,9,1963,khrushchev,euro,True,False,0,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,481,43.19,15900,275
R004908,2022-05-20,Kosino-Ukhtomsky,VAO,55.71255,37.851,34.6,1,4,9,1972,khrushchev,euro,True,False,1,Ugreshskaya,MCC,123,15.13,18500,533
R004909,2025-11-26,Maryina Roshcha,SVAO,55.77954,37.56599,57.3,2,3,17,2010,modern_panel,cosmetic,True,False,2,Dostoevskaya,Lyublinsko-Dmitrovskaya,20,4.46,55900,976
R004910,2026-03-03,Konkovo,YuZAO,55.62477,37.49145,86.2,4,9,9,2009,modern_panel,designer,False,False,1,Slavyansky Bulvar,Arbatsko-Pokrovskaya,125,16.49,112500,1305
R004911,2024-06-23,Voronovskoye,TAO,55.28953,37.22273,70.2,3,1,9,2019,modern_panel,designer,False,False,1,Nagatinskaya,Serpukhovsko-Timiryazevskaya,613,57.39,29000,412
R004912,2022-12-04,Kokoshkino,NAO,55.6389,37.20427,71.9,3,13,17,1986,panel,cosmetic,False,False,1,Shosse Entuziastov,Kalininskaya,439,29.07,22700,316
R004913,2021-08-06,Khovrino,SAO,55.88231,37.50515,57.2,2,3,9,2000,monolith,no_renovation,True,False,2,Shabolovskaya,Kaluzhsko-Rizhskaya,224,16.0,35200,616
R004914,2026-01-24,Ramenki,ZAO,55.70129,37.51297,69.0,2,2,5,1966,khrushchev,cosmetic,True,True,1,Yugo-Zapadnaya,Sokolnicheskaya,60,8.93,73300,1063
R004915,2021-09-19,Izmaylovo,VAO,55.79957,37.75367,39.9,1,2,5,1970,panel,cosmetic,True,False,2,Dubrovka,Lyublinsko-Dmitrovskaya,127,9.74,30800,772
R004916,2026-01-30,Troparyovo-Nikulino,ZAO,55.66369,37.47663,63.5,2,3,5,2006,modern_panel,designer,False,False,1,Yugo-Zapadnaya,Sokolnicheskaya,13,13.5,125200,1971
R004917,2024-04-25,Moskvorechye-Saburovo,YuAO,55.64476,37.63942,69.7,2,5,12,2005,monolith,cosmetic,True,False,1,Polyanka,Serpukhovsko-Timiryazevskaya,127,12.19,57700,829
R004918,2024-01-22,Chertanovo Severnoye,YuAO,55.66234,37.58246,62.5,2,15,22,1999,brick,euro,True,False,1,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,9,10.46,94300,1509
R004919,2024-03-11,Altufyevsky,SVAO,55.89268,37.55572,43.1,1,7,12,1946,stalin,no_renovation,False,False,1,Fili,Filyovskaya,200,15.96,28800,669
R004920,2025-01-02,Orekhovo-Borisovo Severnoye,YuAO,55.59728,37.72662,69.1,3,1,9,1967,panel,cosmetic,True,True,2,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,208,18.64,40700,589
R004921,2021-11-03,Chertanovo Severnoye,YuAO,55.6412,37.60355,52.4,2,9,9,2024,modern_panel,euro,False,False,1,Ulitsa Podbelskogo,Sokolnicheskaya,245,12.58,37300,712
R004922,2021-01-31,Dorogomilovo,ZAO,55.73061,37.56347,54.0,2,18,22,2007,monolith,euro,False,True,0,Smolenskaya (AP),Arbatsko-Pokrovskaya,26,4.43,80500,1490
R004923,2021-03-08,Lomonosovsky,YuZAO,55.68783,37.55613,41.0,1,3,9,1979,panel,euro,True,True,1,Universitet,Sokolnicheskaya,11,8.39,62700,1529
R004924,2023-05-05,Tsaritsyno,YuAO,55.61369,37.68794,60.4,2,15,17,1962,khrushchev,cosmetic,True,False,1,Novye Cheryomushki,Kaluzhsko-Rizhskaya,119,16.15,35800,592
R004925,2026-03-29,Obruchevsky,YuZAO,55.64817,37.53815,39.0,1,3,5,1973,panel,no_renovation,False,False,1,Kurskaya,Koltsevaya,156,12.85,33400,856
R004926,2026-03-31,Yuzhnoye Medvedkovo,SVAO,55.88985,37.63443,65.4,3,6,17,1969,panel,cosmetic,False,False,0,Bagrationovskaya,Filyovskaya,203,15.14,47300,724
R004927,2023-02-05,Babushkinsky,SVAO,55.86827,37.66713,54.1,2,7,9,1986,brick,euro,True,False,0,Elektrozavodskaya,Arbatsko-Pokrovskaya,118,13.04,47500,877
R004928,2021-01-16,Marfino,SVAO,55.86567,37.60159,34.0,1,7,12,1981,brick,cosmetic,False,True,1,Vystavochnaya,Filyovskaya,129,12.49,19000,560
R004929,2022-09-02,Donskoy,YuAO,55.71375,37.58278,45.9,1,2,9,1978,brick,cosmetic,True,True,1,Begovaya,Tagansko-Krasnopresnenskaya,100,5.06,47100,1025
R004930,2021-06-20,Tagansky,CAO,55.74012,37.67536,52.1,2,1,9,2006,modern_panel,cosmetic,True,False,1,Chistye Prudy,Sokolnicheskaya,44,3.74,67100,1287
R004931,2023-07-25,Basmanny,CAO,55.75097,37.6908,49.7,1,6,9,2017,modern_panel,cosmetic,True,True,2,Komsomolskaya,Koltsevaya,19,4.39,88700,1784
R004932,2021-09-12,Chertanovo Severnoye,YuAO,55.64532,37.59852,42.7,1,9,9,1980,brick,cosmetic,False,False,1,Tretyakovskaya,Kalininskaya,127,12.15,27400,641
R004933,2023-07-01,Zyuzino,YuZAO,55.66645,37.6038,50.9,1,8,22,2023,modern_panel,cosmetic,True,False,1,Profsoyuznaya,Kaluzhsko-Rizhskaya,30,9.78,48900,960
R004934,2022-09-14,Begovoy,SAO,55.76538,37.52615,56.0,2,4,5,2014,monolith,euro,True,False,1,Smolenskaya (AP),Arbatsko-Pokrovskaya,58,6.06,75900,1356
R004935,2025-03-25,Kievsky,TAO,55.38969,36.75394,61.3,2,2,5,1990,brick,euro,True,False,1,Dubrovka,Lyublinsko-Dmitrovskaya,824,67.9,18900,308
R004936,2025-08-19,Desyonovskoye,NAO,55.52357,37.44766,84.5,4,7,9,1937,stalin,no_renovation,True,False,1,Novye Cheryomushki,Kaluzhsko-Rizhskaya,209,27.82,60400,714
R004937,2025-03-14,Ryazanovskoye,NAO,55.4678,37.51033,41.4,1,2,5,2015,monolith,euro,False,False,1,Kantemirovskaya,Zamoskvoretskaya,244,32.56,20900,504
R004938,2023-01-29,Babushkinsky,SVAO,55.8706,37.66012,53.2,1,3,9,2023,monolith,euro,True,False,0,Chekhovskaya,Serpukhovsko-Timiryazevskaya,144,13.21,63700,1198
R004939,2022-09-22,Rogovskoye,TAO,55.28674,37.04387,69.4,3,1,9,2017,monolith,cosmetic,True,True,1,Dostoevskaya,Lyublinsko-Dmitrovskaya,809,63.38,20500,296
R004940,2021-05-19,Sokolinaya Gora,VAO,55.77717,37.72845,67.2,2,9,12,2007,monolith,cosmetic,True,False,1,Proletarskaya,Tagansko-Krasnopresnenskaya,82,7.21,50300,748
R004941,2023-07-24,Butyrsky,SVAO,55.82248,37.624,44.7,1,17,22,1969,khrushchev,cosmetic,True,True,1,Chistye Prudy,Sokolnicheskaya,81,7.63,30400,680
R004942,2021-03-20,Akademichesky,YuZAO,55.68371,37.55383,69.9,2,2,9,1991,panel,cosmetic,True,False,1,Profsoyuznaya,Kaluzhsko-Rizhskaya,14,8.86,87800,1256
R004943,2025-02-20,Orekhovo-Borisovo Severnoye,YuAO,55.63522,37.71943,77.5,3,5,5,1984,brick,cosmetic,True,False,1,Semyonovskaya,Arbatsko-Pokrovskaya,209,14.57,61600,795
R004944,2025-03-07,Presnensky,CAO,55.75281,37.58686,69.1,2,5,9,1966,khrushchev,euro,False,False,2,Sportivnaya,Sokolnicheskaya,55,2.13,105000,1520
R004945,2025-01-28,Chertanovo Tsentralnoye,YuAO,55.6284,37.60951,45.8,1,5,5,1972,khrushchev,cosmetic,True,True,1,Sapyornoye Pole,Bolshaya Koltsevaya,214,13.97,31300,683
R004946,2025-09-12,Cheryomushki,YuZAO,55.66375,37.58974,56.6,2,8,17,1962,khrushchev,cosmetic,True,False,1,Novye Cheryomushki,Kaluzhsko-Rizhskaya,3,10.21,81500,1441
R004947,2024-10-25,Babushkinsky,SVAO,55.84966,37.67593,75.5,3,6,12,1964,khrushchev,cosmetic,True,False,2,Polyanka,Serpukhovsko-Timiryazevskaya,175,11.19,50200,664
R004948,2022-01-08,Preobrazhenskoye,VAO,55.79869,37.71256,40.8,1,2,9,1961,brick,euro,True,False,1,Elektrozavodskaya,Arbatsko-Pokrovskaya,22,7.6,44600,1093
R004949,2024-08-02,Nagatinsky Zaton,YuAO,55.68187,37.6663,63.3,2,13,17,1968,khrushchev,cosmetic,True,False,1,Lubyanka,Sokolnicheskaya,115,8.5,53100,839
R004950,2021-07-27,Chertanovo Tsentralnoye,YuAO,55.6189,37.58588,67.8,3,8,12,1965,khrushchev,cosmetic,True,False,1,Sportivnaya,Sokolnicheskaya,130,15.17,41100,606
R004951,2026-04-25,Krasnoselsky,CAO,55.75986,37.66226,30.7,1,9,9,1970,khrushchev,designer,True,True,1,Chekhovskaya,Serpukhovsko-Timiryazevskaya,43,2.68,51300,1671
R004952,2022-06-01,Arbat,CAO,55.75497,37.59838,51.7,1,8,9,2005,monolith,cosmetic,True,True,1,Borovitskaya,Serpukhovsko-Timiryazevskaya,16,1.41,131300,2539
R004953,2025-11-04,Severnoye Izmaylovo,VAO,55.79926,37.81879,48.0,1,2,9,1968,khrushchev,cosmetic,False,True,1,Shchyolkovskaya,Arbatsko-Pokrovskaya,8,13.37,39600,826
R004954,2025-06-08,Marushkinskoye,NAO,55.56947,37.21221,46.1,1,3,17,2004,monolith,cosmetic,True,False,1,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,295,32.82,21200,460
R004955,2024-03-19,Solntsevo,ZAO,55.64588,37.41549,41.9,1,10,17,1956,brick,cosmetic,False,False,1,Yasenevo,Kaluzhsko-Rizhskaya,126,17.6,45700,1091
R004956,2022-03-04,Yuzhnoye Butovo,YuZAO,55.53379,37.52842,38.9,1,9,17,1964,khrushchev,no_renovation,False,False,1,Sokol,Zamoskvoretskaya,349,25.15,20400,526
R004957,2025-11-15,Sosenskoye,NAO,55.56902,37.41372,40.4,1,4,5,2009,brick,cosmetic,False,False,1,Shabolovskaya,Kaluzhsko-Rizhskaya,260,24.32,22600,559
R004958,2024-12-20,Orekhovo-Borisovo Yuzhnoye,YuAO,55.62098,37.73397,50.4,2,6,9,2024,monolith,cosmetic,True,False,1,Novogireyevo,Kalininskaya,195,16.39,40700,808
R004959,2022-06-20,Pokrovskoye-Streshnevo,SZAO,55.83484,37.41995,51.6,1,5,9,1994,brick,euro,False,False,2,Prospekt Vernadskogo,Sokolnicheskaya,200,15.45,48700,944
R004960,2023-09-28,Yakimanka,CAO,55.73525,37.60516,90.5,4,6,9,1973,brick,cosmetic,True,False,1,Kropotkinskaya,Sokolnicheskaya,18,2.29,251900,2783
R004961,2023-04-28,Prospekt Vernadskogo,ZAO,55.67278,37.4996,44.3,1,1,5,1951,brick,designer,True,False,2,Prospekt Vernadskogo,Sokolnicheskaya,13,11.79,105100,2373
R004962,2021-11-12,Donskoy,YuAO,55.70323,37.61795,85.3,4,8,22,1962,khrushchev,cosmetic,True,False,0,Pushkinskaya,Tagansko-Krasnopresnenskaya,78,5.64,60200,706
R004963,2023-12-12,Metrogorodok,VAO,55.82569,37.72986,61.5,2,7,9,1975,panel,cosmetic,True,True,1,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,126,10.5,43600,709
R004964,2022-10-02,Zamoskvorechye,CAO,55.72123,37.63525,68.1,3,2,5,2012,modern_panel,cosmetic,False,True,0,Tretyakovskaya,Kalininskaya,8,3.74,115300,1694
R004965,2022-04-03,Fili-Davydkovo,ZAO,55.72363,37.44433,35.6,1,7,9,2010,brick,cosmetic,False,False,1,Polezhaevskaya,Tagansko-Krasnopresnenskaya,62,11.55,36000,1010
R004966,2023-02-17,Yuzhnoye Medvedkovo,SVAO,55.89388,37.67449,76.8,4,13,22,1945,stalin,cosmetic,True,False,0,Sviblovo,Kaluzhsko-Rizhskaya,31,15.92,68800,896
R004967,2022-10-05,Nagorny,YuAO,55.66872,37.61517,71.8,3,4,9,1966,khrushchev,designer,True,False,1,Arbatskaya (F),Filyovskaya,111,9.48,56200,782
R004968,2024-09-15,Izmaylovo,VAO,55.81755,37.76852,54.0,2,11,17,1969,khrushchev,euro,False,True,1,Pechatniki,Lyublinsko-Dmitrovskaya,138,11.64,42900,795
R004969,2021-01-03,Solntsevo,ZAO,55.65014,37.409,36.7,1,8,22,2016,modern_panel,cosmetic,True,False,1,Yugo-Zapadnaya,Sokolnicheskaya,76,17.59,24400,664
R004970,2022-07-13,Meshchansky,CAO,55.77903,37.62246,60.7,2,20,22,1967,panel,cosmetic,True,False,1,Dostoevskaya,Lyublinsko-Dmitrovskaya,20,2.8,75100,1237
R004971,2024-07-16,Khamovniki,CAO,55.71766,37.57472,46.4,1,10,12,1960,khrushchev,euro,True,False,2,Bagrationovskaya,Filyovskaya,48,4.96,106100,2286
R004972,2021-07-09,Basmanny,CAO,55.76536,37.64293,60.5,2,13,17,1961,khrushchev,no_renovation,True,True,1,Chkalovskaya,Lyublinsko-Dmitrovskaya,16,1.88,75000,1240
R004973,2022-11-19,Severnoye Medvedkovo,SVAO,55.88619,37.63519,75.2,3,1,22,2022,monolith,cosmetic,True,False,1,Novokuznetskaya,Zamoskvoretskaya,197,14.74,57200,761
R004974,2024-02-23,Dmitrovsky,SAO,55.88645,37.50914,67.9,3,2,5,1983,brick,no_renovation,False,False,2,Tverskaya,Zamoskvoretskaya,159,16.31,40900,603
R004975,2022-02-21,Cheryomushki,YuZAO,55.65656,37.57052,43.9,1,7,9,1962,khrushchev,no_renovation,False,False,1,Novye Cheryomushki,Kaluzhsko-Rizhskaya,8,11.27,46900,1069
R004976,2025-11-10,Mikhaylovo-Yartsevskoye,TAO,55.41573,37.19109,48.3,1,3,5,2015,monolith,cosmetic,True,False,2,Universitet,Sokolnicheskaya,450,46.29,19100,395
R004977,2022-02-27,Khamovniki,CAO,55.7217,37.5509,70.9,3,4,9,1968,panel,cosmetic,False,False,1,Komsomolskaya,Koltsevaya,83,5.65,119300,1683
R004978,2024-09-10,Krylatskoye,SZAO,55.73836,37.4295,41.6,1,10,17,1950,stalin,cosmetic,True,False,2,Molodyozhnaya,Arbatsko-Pokrovskaya,25,12.1,69900,1681
R004979,2026-01-05,Khovrino,SAO,55.86394,37.46522,35.7,1,13,17,1992,panel,cosmetic,False,False,1,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,103,15.63,24300,680
R004980,2025-05-26,Vostochny,VAO,55.84058,37.84188,52.1,1,1,9,1972,panel,designer,True,False,1,Mayakovskaya,Zamoskvoretskaya,209,16.85,42900,823
R004981,2025-10-05,Prospekt Vernadskogo,ZAO,55.68196,37.51412,62.6,2,8,9,2003,modern_panel,euro,True,False,2,Prospekt Vernadskogo,Sokolnicheskaya,11,10.42,131200,2095
R004982,2024-02-07,Donskoy,YuAO,55.69973,37.6222,36.0,1,3,9,1974,panel,euro,True,False,2,Dubrovka,Lyublinsko-Dmitrovskaya,57,6.02,40000,1111
R004983,2022-02-23,Chertanovo Severnoye,YuAO,55.65215,37.56627,83.9,4,6,9,1955,stalin,euro,True,False,1,Pionerskaya,Filyovskaya,147,11.82,79500,948
R004984,2026-03-22,Biryulyovo Zapadnoye,YuAO,55.59609,37.66819,57.4,2,1,5,2013,monolith,cosmetic,False,False,1,Pionerskaya,Filyovskaya,224,17.8,43000,748
R004985,2022-05-19,Kievsky,TAO,55.38302,36.73734,42.7,1,17,17,2000,monolith,cosmetic,False,False,1,Vystavochnaya,Filyovskaya,763,69.18,9900,233
R004986,2023-07-05,Cheryomushki,YuZAO,55.68044,37.55214,58.4,2,4,5,1955,brick,euro,True,True,1,Novye Cheryomushki,Kaluzhsko-Rizhskaya,5,9.23,106700,1827
R004987,2023-08-16,Levoberezhny,SAO,55.85048,37.44344,40.5,1,7,12,1941,stalin,euro,False,False,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,71,15.43,40200,993
R004988,2023-09-02,Novo-Peredelkino,ZAO,55.6695,37.38045,36.6,1,9,17,1995,panel,euro,True,True,2,Vystavochnaya,Filyovskaya,191,17.74,30000,818
R004989,2023-07-17,Sokolniki,VAO,55.8143,37.69746,66.4,3,8,17,2014,monolith,no_renovation,True,False,1,Elektrozavodskaya,Arbatsko-Pokrovskaya,24,8.25,67000,1009
R004990,2023-06-09,Losinoostrovsky,SVAO,55.87929,37.71193,43.0,1,2,9,1960,khrushchev,euro,True,False,2,Nagatinskaya,Serpukhovsko-Timiryazevskaya,266,15.06,36900,857
R004991,2022-08-29,Sosenskoye,NAO,55.5396,37.4242,60.9,2,8,12,1989,panel,no_renovation,False,True,1,Borovitskaya,Serpukhovsko-Timiryazevskaya,292,26.83,23900,392
R004992,2021-09-15,Klyonovskoye,TAO,55.26843,37.50351,39.9,1,1,5,2022,modern_panel,cosmetic,True,False,1,Studencheskaya,Filyovskaya,646,54.48,10200,256
R004993,2025-09-25,Shchukino,SZAO,55.82086,37.45053,66.0,3,7,17,2019,monolith,no_renovation,True,True,1,Fili,Filyovskaya,90,12.99,72400,1097
R004994,2023-09-23,Rostokino,SVAO,55.83379,37.65326,37.1,1,4,12,1988,panel,no_renovation,True,False,2,Polezhaevskaya,Tagansko-Krasnopresnenskaya,130,9.11,26400,713
R004995,2024-12-14,Golyanovo,VAO,55.82882,37.81798,47.9,2,16,17,1969,khrushchev,no_renovation,False,True,1,Leninsky Prospekt,Kaluzhsko-Rizhskaya,224,14.88,19800,413
R004996,2024-11-08,Vnukovo,ZAO,55.63238,37.27646,46.1,1,3,12,2000,modern_panel,cosmetic,False,True,0,Kantemirovskaya,Zamoskvoretskaya,293,25.46,31200,677
R004997,2024-03-27,Kurkino,SZAO,55.90155,37.40286,54.1,2,9,9,1969,panel,euro,False,False,1,Kuznetsky Most,Tagansko-Krasnopresnenskaya,244,21.33,49400,914
R004998,2023-10-11,Zamoskvorechye,CAO,55.72449,37.65684,59.7,2,10,12,1988,panel,cosmetic,True,False,1,Aleksandrovsky Sad,Filyovskaya,29,3.97,93600,1568
R004999,2022-01-22,Khamovniki,CAO,55.74027,37.59041,57.9,3,12,17,2024,monolith,euro,False,False,0,Sokolniki,Sokolnicheskaya,111,2.43,136600,2360
R005000,2022-01-30,Krylatskoye,SZAO,55.78975,37.40162,41.0,1,1,9,1970,khrushchev,euro,True,False,2,Chekhovskaya,Serpukhovsko-Timiryazevskaya,148,14.28,48700,1187
R005001,2021-10-21,Nagatinsky Zaton,YuAO,55.66798,37.68709,39.5,1,2,12,2020,monolith,cosmetic,False,False,1,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,77,10.42,36600,927
R005002,2022-03-13,Aeroport,SAO,55.81897,37.54422,54.4,1,5,9,2024,modern_panel,cosmetic,True,False,2,Begovaya,Tagansko-Krasnopresnenskaya,48,8.68,44100,810
R005003,2023-12-03,Khoroshyovo-Mnyovniki,SZAO,55.75573,37.47477,65.2,3,10,12,2011,modern_panel,no_renovation,True,False,1,Trubnaya,Lyublinsko-Dmitrovskaya,111,9.14,64700,992
R005004,2023-08-27,Golyanovo,VAO,55.83428,37.79322,69.9,2,4,9,1976,panel,euro,True,True,0,Shchyolkovskaya,Arbatsko-Pokrovskaya,15,14.0,62300,892
R005005,2022-12-03,Zyablikovo,YuAO,55.62553,37.73429,54.8,2,7,9,1989,panel,euro,True,False,1,Okhotny Ryad,Sokolnicheskaya,212,15.95,34800,636
R005006,2024-12-27,Chertanovo Severnoye,YuAO,55.63737,37.62153,40.3,1,2,9,2009,monolith,no_renovation,False,False,1,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,10,12.96,39400,979
R005007,2025-03-20,Kotlovka,YuZAO,55.67209,37.58271,57.5,2,9,9,2013,modern_panel,cosmetic,False,False,1,Nagatinskaya,Serpukhovsko-Timiryazevskaya,43,9.4,58900,1024
R005008,2023-10-20,Vostochny,VAO,55.81165,37.8477,62.0,3,5,9,1978,panel,euro,False,False,1,Novokuznetskaya,Zamoskvoretskaya,201,15.57,39200,633
R005009,2021-04-06,Metrogorodok,VAO,55.80785,37.75536,44.7,1,11,22,1977,panel,cosmetic,True,False,1,Kurskaya,Koltsevaya,110,10.33,23500,527
R005010,2025-11-24,Rogovskoye,TAO,55.28157,37.0359,62.5,2,8,9,1965,khrushchev,designer,False,False,1,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,768,64.14,21300,341
R005011,2024-07-25,Novofyodorovskoye,TAO,55.34844,36.9398,64.5,2,21,22,1958,brick,euro,True,False,1,Smolenskaya (AP),Arbatsko-Pokrovskaya,736,62.19,26300,408
R005012,2026-03-10,Chertanovo Severnoye,YuAO,55.63513,37.59453,52.5,1,1,5,2021,monolith,designer,True,False,1,Tyoply Stan,Kaluzhsko-Rizhskaya,94,13.31,55400,1055
R005013,2022-02-04,Vostochny,VAO,55.81433,37.84112,48.6,1,11,17,1972,khrushchev,cosmetic,True,False,0,Trubnaya,Lyublinsko-Dmitrovskaya,188,15.33,25400,522
R005014,2024-03-13,Vnukovo,ZAO,55.6189,37.29506,40.4,1,2,9,2003,monolith,no_renovation,False,False,1,Delovoy Tsentr,MCC,245,25.34,29600,733
R005015,2022-03-10,Sokolinaya Gora,VAO,55.76322,37.74668,79.5,4,5,9,1990,panel,cosmetic,True,False,1,Elektrozavodskaya,Arbatsko-Pokrovskaya,28,7.94,48900,615
R005016,2021-10-15,Kokoshkino,NAO,55.66072,37.21641,50.5,2,7,12,1971,panel,euro,True,True,1,Smolenskaya (AP),Arbatsko-Pokrovskaya,318,27.37,21800,431
R005017,2025-06-27,Ryazanovskoye,NAO,55.45425,37.49858,39.7,1,9,12,1976,panel,euro,True,False,1,Ugreshskaya,MCC,337,34.19,21700,547
R005018,2022-06-19,Donskoy,YuAO,55.72204,37.6271,63.7,2,2,9,1980,brick,no_renovation,True,False,1,Nagornaya,Serpukhovsko-Timiryazevskaya,56,3.56,45100,708
R005019,2023-10-02,Novogireyevo,VAO,55.73193,37.78325,46.6,1,3,9,1960,khrushchev,cosmetic,False,True,1,Novogireyevo,Kalininskaya,15,10.46,32500,697
R005020,2022-04-02,Solntsevo,ZAO,55.67253,37.37287,55.0,1,8,22,1952,brick,cosmetic,True,True,0,Universitet,Sokolnicheskaya,120,17.97,43600,794
R005021,2022-11-08,Dmitrovsky,SAO,55.88443,37.5702,56.6,1,8,9,2012,modern_panel,euro,False,True,1,Perovo,Kalininskaya,251,14.85,40900,722
R005022,2025-10-23,Zamoskvorechye,CAO,55.75143,37.64488,51.6,1,1,9,1984,brick,designer,True,False,1,Kuznetsky Most,Tagansko-Krasnopresnenskaya,34,1.53,112800,2185
R005023,2024-12-04,Kurkino,SZAO,55.89848,37.35115,36.2,1,3,9,2022,modern_panel,euro,False,False,1,Bagrationovskaya,Filyovskaya,219,23.28,38900,1074
R005024,2022-09-14,Tsaritsyno,YuAO,55.6061,37.71397,84.0,4,4,9,2019,modern_panel,euro,True,False,0,Park Kultury,Koltsevaya,167,17.44,69100,823
R005025,2023-05-14,Nagorny,YuAO,55.68158,37.60954,69.0,2,14,17,2007,brick,cosmetic,True,False,1,Nagornaya,Serpukhovsko-Timiryazevskaya,7,8.07,82300,1192
R005026,2021-10-26,Severnoye Butovo,YuZAO,55.57897,37.58713,79.3,3,1,17,1972,brick,euro,True,False,2,Pechatniki,Lyublinsko-Dmitrovskaya,190,19.57,70200,885
R005027,2025-08-22,Meshchansky,CAO,55.76671,37.66158,76.2,3,8,22,1972,khrushchev,cosmetic,True,False,0,Prospekt Mira,Koltsevaya,7,2.92,154300,2025
R005028,2025-12-02,Voskresenskoye,NAO,55.58347,37.42621,55.4,1,1,22,2019,modern_panel,euro,True,False,1,Universitet,Sokolnicheskaya,182,22.54,36200,653
